"title","price","url","time_left","bids"
"Antique Chinese Qing Dynasty KangXi Period Phoenix Tail Vase","$980.00","https://www.ebay.com/itm/255224697509?hash=item3b6c93d2a5%3Ag%3AUSYAAOSwQZ9hh9Y%7E&amdata=enc%3AAQAGAAACQPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dogWVF0v7XfJsQILDg9d1NN9rn2zQbYEX7xNJohhGHi9oGcz4xa2tnpJHV3ScRW0lsA2QomjpGOQNgl3zcLABOgo8RtOKb6fAE3LgPhG%252F%252FzxGUt8g%252BA4xafvtcnekZ4TXFCVfWh8CaHxgtei3DHzd5fD%252B3j8vxAWAFwkwpMO8V2VSWDMZCE0EXhN1jBlCmsti3P%252BJyn5ngUHuEmtKcjVAGb9RfVA9I1lfviY3PJXD%252Fomai8cOVKE%252FJW0f%252FMJXTEcBxpbrA3t4C46DwqNJAdvJvy8XRhSpqxfryC9L9Zt%252B8kloFaRpsKi1PGIru%252BO009dGyN0RZhavB1lMv27FNfFMjA%252BJhkgTz65OkLzqp01Y%252B8JzGHTxJR39cf2%252B2IH5XrROrS73lmP%252BGfVfLd88G%252FN9JAsb964GLLSDuxcTyY81fH%252Bjr1PmH4idME4EgGAjg3V8CjXjJBPDj9ZJirvf5sDB97DQ0kG5KVgi0omq3UmsOsKXgQT0%252FTyvUaUjd5OSSerRhzFaR9a3Qp7th3tcUaiF7B%252BkfusLEsYrIQEJ6LIOMNuAZ3Yw53610nIRr%252B%252BJF8rRFD0ARi9MTgU2AF74d27XNpIFB2zeryhRfSU%252F5QBBWZFpxQwxRg48vmm1gcRc5YTs8v5%252FETSgBkAPGDLD6jpyGlwj%252FqKp3vdoFb8GN3fToRNJIOMOEa9tT2kdW3d5tAe7Q%253D%253D%7Cclp%3A2334524%7Ctkp%3ABk9SR86ApaWlXw&LH_Auction=1","18:11:00","0"
