"title","price","url","time_left","bids"
"Antique Chinese Qing Dynasty KangXi Period Phoenix Tail Vase","$980.00","https://www.ebay.com/itm/255224697509?hash=item3b6c93d2a5%3Ag%3AUSYAAOSwQZ9hh9Y%7E&amdata=enc%3AAQAGAAACQPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dogWVF0v7XfJsQILDg9d1NN9rn2zQbYEX7xNJohhGHi9oGcz4xa2tnpJHV3ScRW0lsA2QomjpGOQNgl3zcLABOgo8RtOKb6fAE3LgPhG%252F%252FzxGUt8g%252BA4xafvtcnekZ4TXFCVfWh8CaHxgtei3DHzd5fD%252B3j8vxAWAFwkwpMO8V2VSWDMZCE0EXhN1jBlCmsti4pFTNZ%252FHt8VwjNH4lU11eqaRBV8Z8g4WW5rfYhInhhm3aWyXeYDjQwqgdzgxzUCKIysy1%252F2P5EBgKH3Xyt6iwv7N8w83HQwhCGLpBzrSLJ2B8MyrpWhRQsmEQZSKugrKxYR4RoOZVGQhuA0ZrwyiLxIiSTWCKb09JmBi5zGRfMGuS2IYAdgvdwik1KjfptQdB%252BEO%252Fk1V%252FSS%252Bky2TTudef6naTIm3dLB30GS45f%252BPcJa7fm8IcbCs4fhL%252B6502LBIRqx0DMTT%252FN5vunzodaJp15jjk7x5xCiA2KeYQ1KNOg%252FZOzkcaSmBzQ2QGc0FvjK%252FpWw6nJtWl%252B1LIBKjZh%252BhIoHTG4TZHcWLE4y6W86dp69RQwlE0LYCyAwlOrmxwlmlq%252BDRAxfWyZA67yX3hrkge3N36NqlBMFpMzRrDkMzpj1c1mjKe225V57R1vdA3IQZdl2lF9a6Pq1ltBVHBY%252Fw8R6racqCXG%252FI8BKckbBa5qbE2GJyeTuwOnPRfDdpEz9Ww%253D%253D%7Cclp%3A2334524%7Ctkp%3ABk9SR5aq1qWlXw&LH_Auction=1","18:04:00","0"
